"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"BWTQCR6Q","journalArticle","2009","Chatziioannou, A.; Moulos, P.; Kolisis, F.N.","Gene ARMADA: An integrated multi-analysis platform for microarray data implemented in MATLAB","BMC Bioinformatics","","1471-2105","10.1186/1471-2105-10-354","","Background: The microarray data analysis realm is ever growing through the development of various tools, open source and commercial. However there is absence of predefined rational algorithmic analysis workflows or batch standardized processing to incorporate all steps, from raw data import up to the derivation of significantly differentially expressed gene lists. This absence obfuscates the analytical procedure and obstructs the massive comparative processing of genomic microarray datasets. Moreover, the solutions provided, heavily depend on the programming skills of the user, whereas in the case of GUI embedded solutions, they do not provide direct support of various raw image analysis formats or a versatile and simultaneously flexible combination of signal processing methods. Results: We describe here Gene ARMADA (Automated Robust MicroArray Data Analysis), a MATLAB implemented platform with a Graphical User Interface. This suite integrates all steps of microarray data analysis including automated data import, noise correction and filtering, normalization, statistical selection of differentially expressed genes, clustering, classification and annotation. In its current version, Gene ARMADA fully supports 2 coloured cDNA and Affymetrix oligonucleotide arrays, plus custom arrays for which experimental details are given in tabular form (Excel spreadsheet, comma separated values, tab-delimited text formats). It also supports the analysis of already processed results through its versatile import editor. Besides being fully automated, Gene ARMADA incorporates numerous functionalities of the Statistics and Bioinformatics Toolboxes of MATLAB. In addition, it provides numerous visualization and exploration tools plus customizable export data formats for seamless integration by other analysis tools or MATLAB, for further processing. Gene ARMADA requires MATLAB 7.4 (R2007a) or higher and is also distributed as a stand-alone application with MATLAB Component Runtime. Conclusion: Gene ARMADA provides a highly adaptable, integrative, yet flexible tool which can be used for automated quality control, analysis, annotation and visualization of microarray data, constituting a starting point for further data interpretation and integration with numerous other tools. © 2009 Chatziioannou et al; licensee BioMed Central Ltd.","2009","2016-04-04 17:51:10","2016-04-04 17:51:10","","354","","","10","","","Gene ARMADA","","","","","","","English","","","Scopus","","Scopus","","","","/home/gschardong/.zotero/zotero/nah1hk19.default/zotero/storage/KPP9JB8G/display.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C9IRSANU","journalArticle","2013","Deineko, V.G.; Woeginger, G.J.","Complexity and in-approximability of a selection problem in robust optimization","4OR","","1619-4500","10.1007/s10288-012-0227-7","","We establish strong NP-hardness and in-approximability of the so-called representatives selection problem, a tool selection problem in the area of robust optimization. Our results answer a recent question of Dolgui and Kovalev (4OR Q J Oper Res 10:181-192, 2012). © 2013 Springer-Verlag Berlin Heidelberg.","2013","2016-04-04 17:48:05","2016-04-04 17:48:05","","249-252","","3","11","","","","","","","","","","English","","","Scopus","","Scopus","","","","/home/gschardong/.zotero/zotero/nah1hk19.default/zotero/storage/A82VMADE/display.html","","","Combinatorial optimization; Computational complexity; Robust optimization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CQXZHTD7","journalArticle","2012","Almomani, M.H.; Rahman, R.A.","Selecting the best system using the three stage and the four-stage selection approaches","Applied Mathematical Sciences","","1312-885X","","","Statistical selection approaches are used to select the best stochastic system from a Finite set of alternatives. The best system will be the system with minimum or maximum performance measure. We consider the problem of selecting the best system when the number of alternative systems is huge. Three-Stage and Four-Stage selection approaches are proposed to solve this problem. The main strategy in these two selection approaches involves a combination method of cardinal and or-dinal optimization. Ordinal optimization procedure is used to reduce the number of systems in the search space such that to be appropriate for cardinal optimization procedures. Three-Stage selection approach consists three procedures; Ordinal Optimization, Subset Selection and Indifference-Zone. While, Four-Stage selection approach consists four procedures; Ordinal Optimization, Optimal Computing Budget Allocation, Subset Selection and Indifference-Zone. In this paper, we compare the performance between the two selection approaches; the Three-Stage and Four-Stage approaches. The numerical results show that the per-formance of Four-Stage selection approach is better compare to Three-Stage selection approach in different aspects.","2012","2016-04-04 17:51:10","2016-04-04 17:51:10","","1955-1972","","37-40","6","","","","","","","","","","English","","","Scopus","","Scopus","","","","/home/gschardong/.zotero/zotero/nah1hk19.default/zotero/storage/ZQD2386E/display.html","","","Indifference-zone; Optimal computing budget allocation; Ordinal optimization; Ranking and selection; Simulation optimization; Subset selection","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DI899N33","journalArticle","1998","Ikonomopoulos, A.; Endou, A.","Wavelet decomposition and radial basis function networks for system monitoring","IEEE Transactions on Nuclear Science","","0018-9499","10.1109/23.725267","","Two approaches are coupled to develop a novel collection of black box models for monitoring operational parameters in a complex system. The idea springs from the intention of obtaining multiple predictions for each system variable and fusing them before they are used to validate the actual measurement. The proposed architecture pairs the analytical abilities of the discrete wavelet decomposition with the computational power of radial basis function networks. Members of a wavelet family are constructed in a systematic way and chosen through a statistical selection criterion that optimizes the structure of the network. Network parameters are further optimized through a quasi-Newton algorithm. The methodology is demonstrated utilizing data obtained during two transients of the Monju fast breeder reactor. The models developed are benchmarked with respect to similar regressors based on Gaussian basis functions. © 1998 IEEE.","1998","2016-04-04 17:51:10","2016-04-04 17:51:10","","2293-2301","","5","45","","","","","","","","","","English","","","Scopus","","Scopus","","","","/home/gschardong/.zotero/zotero/nah1hk19.default/zotero/storage/2MS38FWF/display.html","","","Fast breeder reactors; Radial basis function networks; Statistical selection criteria; System monitoring; Wavelet-adapted neural networks","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E33JIW26","journalArticle","2001","Richardson, D.S.","Measures of skill and value of ensemble prediction systems, their interrelationship and the effect of ensemble size","Quarterly Journal of the Royal Meteorological Society","","0035-9009","10.1256/smsqj.57714","","Ensemble forecasts provide probabilistic predictions for the future state of the atmosphere. Usually the probability of a given event E is determined from the fraction of ensemble members which predict the event. Hence there is a degree of sampling error inherent in the predictions. In this paper a theoretical study is made of the effect of ensemble size on forecast performance as measured by a reliability diagram and Brier (skill) score, and on users by using a simple cost-loss decision model. The relationship between skill and value, and a generalized skill score, dependent on the distribution of users, are discussed. The Brier skill score is reduced from its potential level for all finite-sized ensembles. The impact is most significant for small ensembles, especially when the variance of forecast probabilities is also small. The Brier score for a set of deterministic forecasts is a measure of potential predictability, assuming the forecasts are representative selections from a reliable ensemble prediction system (EPS). There is a consistent effect of finite ensemble size on the reliability diagram. Even if the underlying distribution is perfectly reliable, sampling this using only a small number of ensemble members introduces considerable unreliability. There is a consistent over-forecasting which appears as a clockwise tilt of the reliability diagram. It is important to be aware of the expected effect of ensemble size to avoid misinterpreting results. An ensemble of ten or so members should not be expected to provide reliable probability forecasts. Equally, when comparing the performance of different ensemble systems, any difference in ensemble size should be considered before attributing performance differences to other differences between the systems. The usefulness of an EPS to individual users cannot be deduced from the Brier skill score (nor even directly from the reliability diagram). An EPS with minimal Brier skill may nevertheless be of substantial value to some users, while small differences in skill may hide substantial variation in value. Using a simple cost-loss decision model, the sensitivity of users to differences in ensemble size is shown to depend on the predictability and frequency of the event and on the cost-loss ratio of the user. For an extreme event with low predictability, users with low cost-loss ratio will gain significant benefits from increasing ensemble size from 50 to 100 members, with potential for substantial additional value from further increases in number of members. This sensitivity to large ensemble size is not evident in the Brier skill score. A generalized skill score, dependent on the distribution of users, allows a summary performance measure to be tuned to a particular aspects of EPS performance.","2001","2016-04-04 17:48:05","2016-04-04 17:48:05","","2473-2489","","577","127","","","","","","","","","","English","","","Scopus","","Scopus","","","","/home/gschardong/.zotero/zotero/nah1hk19.default/zotero/storage/72NZC7XG/display.html","","","Brier score; Reliability diagram","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EN7738FS","journalArticle","2011","Hahn, S.; Voccio, J.; Bermond, S.; Park, D.-K.; Bascuñán, J.; Kim, S.-B.; Masaru, T.; Iwasa, Y.","Field performance of an optimized stack of YBCO square ""annuli"" for a compact NMR magnet","IEEE Transactions on Applied Superconductivity","","1051-8223","10.1109/TASC.2010.2103920","","The spatial field homogeneity and time stability of a trapped field generated by a stack of YBCO square plates with a center hole (square ""annuli"") was investigated. By optimizing stacking of magnetized square annuli, we aim to construct a compact NMR magnet. The stacked magnet consists of 750 thin YBCO plates, each 40-mm square and 80-μm thick with a 25-mm bore, and has a Ø10 mm room-temperature access for NMR measurement. To improve spatial field homogeneity of the 750-plate stack (YP750) a three-step optimization was performed: 1) statistical selection of best plates from supply plates; 2) field homogeneity measurement of multi-plate modules; and 3) optimal assembly of the modules to maximize field homogeneity. In this paper, we present analytical and experimental results of field homogeneity and temporal stability at 77 K, performed on YP750 and those of a hybrid stack, YPB750, in which two YBCO bulk annuli, each Ø46 mm and 16-mm thick with a 25-mm bore, are added to YP750, one at the top and the other at the bottom. © 2011 IEEE.","2011","2016-04-04 17:51:10","2016-04-04 17:51:10","","1632-1635","","3 PART 2","21","","","","","","","","","","English","","","Scopus","","Scopus","","","","/home/gschardong/.zotero/zotero/nah1hk19.default/zotero/storage/QUSN7GRQ/display.html","","","Compact NMR; Field cooling; Field homogeneity; Optimization; Temporal stability; Trapped field; YBCO plates","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F2UTB3RX","journalArticle","1988","Petrescu, G.","OPTIMIZATION TECHNIQUES FOR SIMULATION PROGRAMS.","Advances in modelling & simulation","","0761-2494","","","To minimize computing time, among the P programs generating artificial statistical selection x(t), t epsilon left bracket 0, T right bracket , x epsilon X, (X the set of variables of state of the simulated system), those minimizing an objective function f(P) will be chosen. Considering the oriented graph of influences between variables of state G equals (X, GAMMA ), existence theorems for programs reaching the minimum of f are stated. A programming model for optimal organization of memory in reference to function f is also given.","1988","2016-04-04 17:51:10","2016-04-04 17:51:10","","1-13","","2","12","","","","","","","","","","English","","","Scopus","","Scopus","","","","/home/gschardong/.zotero/zotero/nah1hk19.default/zotero/storage/BISDJ2J2/display.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FFQXF4BH","journalArticle","2011","Rossi, L.; Rumley, L.; Ort, C.; Minkkinen, P.; Barry, D.A.; Chèvre, N.","Samplinghelper a web-based tool to assess the reliability of sampling strategies in sewers and receiving waters","Water Science and Technology","","0273-1223","10.2166/wst.2011.177","","Sampling is a key step in the analysis of chemical compounds. It is particularly important in the environmental field, for example for wastewater effluents, wet-weather discharges or streams in which the flows and concentrations vary greatly over time. In contrast to the improvements that have occurred in analytical measurement, developments in the field of sampling are less active. However, sampling errors may exceed by an order of magnitude those related to analytical processes. We proposed an Internet-based application based on a sampling theory to identify and quantify the errors in the process of taking samples. This general theory of sampling, already applied to different areas, helps to answer questions related to the number of samples, their volume, their representativeness, etc. The use of the internet to host this application facilitates use of theoretical tools and raise awareness of the uncertainties related to sampling. An example is presented, which highlights the importance of the sampling step in the quality of analytical results. © IWA Publishing 2011.","2011","2016-04-04 17:51:10","2016-04-04 17:51:10","","2975-2982","","12","63","","","","","","","","","","English","","","Scopus","","Scopus","","","","/home/gschardong/.zotero/zotero/nah1hk19.default/zotero/storage/TXJ7JEVE/display.html","","","Errors; Heterogeneity; Reliability; Sampling; Uncertainties","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FMRAF5H9","conferencePaper","2013","Shafiee, S.; Kamangar, F.; Athitsos, V.; Huang, J.","The role of dictionary learning on sparse representation-based classification","","978-1-4503-1973-7","","10.1145/2504335.2504385","","This paper analyzes the role of dictionary selection in Sparse Representation-based Classification (SRC). While SRC introduces interesting results in the field of classification, its performance is highly limited by the number of training samples to form the classification matrix. Different studies addressed this issue by using a more compact representation of the training data in order to achieve higher classification speed and accuracy. Representative selection methods which are analyzed in this paper include Metaface dictionary learning, Fisher Discriminative Dictionary Learning (FDDL), Sparse Modeling Representative Selection (SMRS), and random selection of the training samples. The first two methods build their own dictionaries via an optimization process while the other two methods select the representatives directly from the original training samples. These methods, along with the original method which uses all training samples to form the classification matrix, were examined on two face datasets and one digit dataset. The role of feature extraction was also studied using two dimensionality reduction methods, down-sampling and random projection. The results show that the FDDL method leads to the best classification accuracy followed by the SMRS method as the second best. On the other hand, the SMRS method requires a much smaller learning time which makes it more appropriate for dynamic situations where the dictionary is regularly updated with new samples. The accuracy of the Metaface dictionary learning method was specifically less than the other two methods. As expected, using all the training samples as the dictionary resulted in the best recognition rates in all the datasets but the classification times for this approach were far larger than the required time using any of the three dictionary learning methods. © 2013 ACM.","2013","2016-04-04 17:48:05","2016-04-04 17:48:05","","","","","","","","","","","","","","","English","","","Scopus","","Scopus","","DOI: 10.1145/2504335.2504385","","/home/gschardong/.zotero/zotero/nah1hk19.default/zotero/storage/URMHI952/display.html","","","Fisher discriminative dictionary learning; metaface learning; sparse modeling representative selection; sparse representation-based classification","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ACM International Conference Proceeding Series","","","","","","","","","","","","","","",""
"G3B3HT9P","journalArticle","2011","Mathiassen, J.R.; Misimi, E.; Bondø, M.; Veliyulin, E.; Østvik, S.O.","Trends in application of imaging technologies to inspection of fish and fish products","Trends in Food Science and Technology","","0924-2244","10.1016/j.tifs.2011.03.006","","Applications of imaging technologies are playing an important role in several major areas in research and industry, including process optimization, automated sorting and grading, and automated processing. This review looks at the trends in application of imaging technologies to inspection of fish and fish products - in particular reviewing the applications of VIS/NIR imaging, VIS/NIR imaging spectroscopy, planar and computed tomography (CT) X-ray imaging, and magnetic resonance imaging (MRI). In recent years, a large amount of research has been published on the use of imaging technologies for inspecting fish and fish products. This review article condenses a representative selection of recent research and industrial solutions in order to observe the general trends in how the imaging technologies are applied to inspection of fish and fish products. Based on these observed trends, we provide some viewpoints on the current situation and suggestions for future research directions. © 2011 Elsevier Ltd.","2011","2016-04-04 17:48:05","2016-04-04 17:48:05","","257-275","","6","22","","","","","","","","","","English","","","Scopus","","Scopus","","","","/home/gschardong/.zotero/zotero/nah1hk19.default/zotero/storage/5RVR6NNB/display.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GFNMN8I8","journalArticle","2004","Ólafsson, S.","Two-stage nested partitions method for stochastic optimization","Methodology and Computing in Applied Probability","","1387-5841","10.1023/B:MCAP.0000012413.54789.cc","","We address the problem of optimizing over a large but finite set when the objective function does not have an analytical expression and is evaluated using noisy estimation. Building on the recently proposed nested partitions method for stochastic optimization, we develop a new approach that combines this random search method and statistical selection for guiding the search. We prove asymptotic convergence and analyze the finite time behavior of the new approach. We also report extensive numerical results to illustrate the benefits of the new approach. © 2004 Kluwer Academic Publishers.","2004","2016-04-04 17:51:10","2016-04-04 17:51:10","","5-27","","1","6","","","","","","","","","","English","","","Scopus","","Scopus","","","","/home/gschardong/.zotero/zotero/nah1hk19.default/zotero/storage/9PWHCEXH/display.html","","","Random search; Simulation; statistical selection; Stochastic optimization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GJQ2XWCX","journalArticle","2006","Posada, D.","ModelTest Server: A web-based tool for the statistical selection of models of nucleotide substitution online","Nucleic Acids Research","","0305-1048","10.1093/nar/gkl042","","ModelTest server is a web-based application for the selection of models of nucleotide substitution using the program ModelTest. The server takes as input a text file with likelihood scores for the set of candidate models. Models can be selected with hierarchical likelihood ratio tests, or with the Akaike or Bayesian information criteria. The output includes several statistics for the assessment of model selection uncertainty, for model averaging or to estimate the relative importance of model parameters. The server can be accessed at http://darwin.uvigo.es/ software/modeltest_server.html. © The Author 2006. Published by Oxford University Press. All rights reserved.","2006","2016-04-04 17:51:10","2016-04-04 17:51:10","","W700-W703","","WEB. SERV. ISS.","34","","","ModelTest Server","","","","","","","English","","","Scopus","","Scopus","","","","/home/gschardong/.zotero/zotero/nah1hk19.default/zotero/storage/BIBGXZI3/display.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GN5ERMZV","journalArticle","2015","Kim, D.; Wang, W.; Tetteh, M.; Liang, J.; Park, S.; Lee, W.","Biased respondent group selection under limited budget for minority opinion survey","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","","0302-9743","10.1007/978-3-319-21786-4_16","","This paper discusses a new approach to use the information from a special social network with high homophily to select a survey respondent group under a limited budget such that the result of the survey is biased to the minority opinions. This approach has a wide range of potential applications, e.g. collecting complaints from the customers of a new product while most of them are satisfied. We formally define the problem of computing such group with better utilization as the p-biased representative selection problem (p-BRSP). This problem has two separate objectives and is difficult to deal with. Thus, we also propose a new unified-objective which is a function of the two optimization objectives. Most importantly, we introduce two polynomial time heuristic algorithms for the problem, where each of which has an approximation ratio with respect to each of the objectives. © Springer International Publishing Switzerland 2015.","2015","2016-04-04 17:48:05","2016-04-04 17:48:05","","182-192","","","9197","","","","","","","","","","English","","","Scopus","","Scopus","","","","/home/gschardong/.zotero/zotero/nah1hk19.default/zotero/storage/WR639CF6/display.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HCPNA4ID","journalArticle","2015","Premalatha, N.; Gopal, N.O.; Jose, P.A.; Anandham, R.; Kwon, S.-W.","Optimization of cellulase production by Enhydrobacter sp. ACCA2 and its application in biomass saccharification","Frontiers in Microbiology","","1664-302X","10.3389/fmicb.2015.01046","","Cellulase finds use in saccharification of lignocellulosic agroresidues to fermentable sugars which can be used for production of commercially important metabolites. This study reports endoglucanase (CMCase) production by Enhydrobacter sp. ACCA2. The CMCase activity of the strain ACCA2 was successively improved by optimization of range of physical and nutritional parameter in a set of non-statistical and statistical experiments. Initial non-statistical selection of carbon source, incubation time, temperature and pH resulted in 1.07 fold increase of CMCase activity. In a subsequent statistical method, response surface methodology, optimization of medium components such as carboxymethylcellulose, peptone, NaCl, MgSO4, K2HPO4, and (NH4)2SO4 yielded further increase up to 2.39 fold CMCase activity. The cellulolytic potential was evaluated in biomass saccharification with different plant materials and the results revealed that the enzyme produced by strain may have significant commercial values for industrial saccharification process. Moreover, this is the first report of cellulase production by an Enhydrobacter spp. © 2015 Premalatha, Gopal, Jose, Anandham and Kwon.","2015","2016-04-04 17:51:10","2016-04-04 17:51:10","","","","OCT","6","","","","","","","","","","English","","","Scopus","","Scopus","","","","/home/gschardong/.zotero/zotero/nah1hk19.default/zotero/storage/RZT6WNFQ/display.html","","","Carboxy methyl cellulose; Cellulase; Central composite design; Response surface methodology; Saccharification","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HI5QRHC3","journalArticle","2013","Willett, W.; Ginosar, S.; Steinitz, A.; Hartmann, B.; Agrawala, M.","Identifying redundancy and exposing provenance in crowdsourced data analysis","IEEE Transactions on Visualization and Computer Graphics","","1077-2626","10.1109/TVCG.2013.164","","We present a system that lets analysts use paid crowd workers to explore data sets and helps analysts interactively examine and build upon workers' insights. We take advantage of the fact that, for many types of data, independent crowd workers can readily perform basic analysis tasks like examining views and generating explanations for trends and patterns. However, workers operating in parallel can often generate redundant explanations. Moreover, because workers have different competencies and domain knowledge, some responses are likely to be more plausible than others. To efficiently utilize the crowd's work, analysts must be able to quickly identify and consolidate redundant responses and determine which explanations are the most plausible. In this paper, we demonstrate several crowd-assisted techniques to help analysts make better use of crowdsourced explanations: (1) We explore crowd-assisted strategies that utilize multiple workers to detect redundant explanations. We introduce color clustering with representative selection-a strategy in which multiple workers cluster explanations and we automatically select the most-representative result-and show that it generates clusterings that are as good as those produced by experts. (2) We capture explanation provenance by introducing highlighting tasks and capturing workers' browsing behavior via an embedded web browser, and refine that provenance information via source-review tasks. We expose this information in an explanation-management interface that allows analysts to interactively filter and sort responses, select the most plausible explanations, and decide which to explore further. © 2013 IEEE.","2013","2016-04-04 17:48:05","2016-04-04 17:48:05","","2198-2206","","12","19","","","","","","","","","","English","","","Scopus","","Scopus","","","","/home/gschardong/.zotero/zotero/nah1hk19.default/zotero/storage/IKWES3WP/display.html","","","crowdsourcing; Social Data Analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HQQ55RQ5","journalArticle","2011","Huang, Z.; Xiang, Y.; Zhang, B.; Liu, X.","A clustering based approach for skyline diversity","Expert Systems with Applications","","0957-4174","10.1016/j.eswa.2010.12.104","","Skyline query processing has recently received a lot of attention in database and data-mining communities. To the best of our knowledge, the existing researches mainly focus on considering how to efficiently return the whole skyline set. However, when the cardinality and dimensionality of input objects increase, the number of skylines grows exponentially, and hence this ""huge"" skyline set is completely useless to users. On the other hand, in most real applications, the objects are usually clustered, and therefore many objects have similar attribute values. Motivated by the above facts, in this paper, we present a novel type of SkyCluster query to capture the skyline diversity and improve the usefulness of skyline result. The SkyCluster query integrates K-means clustering into skyline computation, and returns K ""representative"" and ""diverse"" skyline objects to users. To process such query, a straightforward approach is to simply integrate the existing techniques developed for skyline-only and clustering-only together. But this approach is costly since both skyline computation and K-means clustering are all CPU-sensitive. We propose an efficient evaluation approach which is based on the circinal index to seamlessly integrate subspace skyline computation, K-means clustering and representatives selection. Also, we present a novel optimization heuristic to further improve the query performance. Experimental study shows that our approach is both efficient and effective. © 2011 Elsevier Ltd. All rights reserved.","2011","2016-04-04 17:48:05","2016-04-04 17:48:05","","7984-7993","","7","38","","","","","","","","","","English","","","Scopus","","Scopus","","","","/home/gschardong/.zotero/zotero/nah1hk19.default/zotero/storage/PUHZCKTQ/display.html","","","Circinal index; Diversity; K-means clustering; Performance evaluation; Skyline query","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HUQJV2MP","journalArticle","2014","Protopapadakis, E.; Doulamis, A.; Matsatsinis, N.","Semi-supervised image meta-filtering in cultural heritage applications","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","","0302-9743","10.1007/978-3-319-13695-0","","An image filtering scheme for images of cultural interest is presented. The model utilize a semi supervised approach for the creation of an appropriate distance learning metric, which is used for the filtering. User’s feedback is involved only for a minor set of data, defined using optics algorithm and sparse modeling representative selection. Such approach facilitates the refinement of retrieval results always under the scope of the end user needs. © Springer International Publishing Switzerland 2014.","2014","2016-04-04 17:48:05","2016-04-04 17:48:05","","102-110","","","8740","","","","","","","","","","English","","","Scopus","","Scopus","","","","/home/gschardong/.zotero/zotero/nah1hk19.default/zotero/storage/UMVXU3FD/display.html","","","Cultural heritage; Hierarchical clustering; Semi supervised learning; Sparse modeling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IBXXQJ7M","journalArticle","2010","Epperson, B.K.; McRae, B.H.; Scribner, K.; Cushman, S.A.; Rosenberg, M.S.; Fortin, M.-J.; James, P.M.A.; Murphy, M.; Manel, S.; Legendre, P.; Dale, M.R.T.","Utility of computer simulations in landscape genetics","Molecular Ecology","","0962-1083","10.1111/j.1365-294X.2010.04678.x","","Population genetics theory is primarily based on mathematical models in which spatial complexity and temporal variability are largely ignored. In contrast, the field of landscape genetics expressly focuses on how population genetic processes are affected by complex spatial and temporal environmental heterogeneity. It is spatially explicit and relates patterns to processes by combining complex and realistic life histories, behaviours, landscape features and genetic data. Central to landscape genetics is the connection of spatial patterns of genetic variation to the usually highly stochastic space-time processes that create them over both historical and contemporary time periods. The field should benefit from a shift to computer simulation approaches, which enable incorporation of demographic and environmental stochasticity. A key role of simulations is to show how demographic processes such as dispersal or reproduction interact with landscape features to affect probability of site occupancy, population size, and gene flow, which in turn determine spatial genetic structure. Simulations could also be used to compare various statistical methods and determine which have correct type I error or the highest statistical power to correctly identify spatio-temporal and environmental effects. Simulations may also help in evaluating how specific spatial metrics may be used to project future genetic trends. This article summarizes some of the fundamental aspects of spatial-temporal population genetic processes. It discusses the potential use of simulations to determine how various spatial metrics can be rigorously employed to identify features of interest, including contrasting locus-specific spatial patterns due to micro-scale environmental selection. © 2010 Blackwell Publishing Ltd.","2010","2016-04-04 17:51:10","2016-04-04 17:51:10","","3549-3564","","17","19","","","","","","","","","","English","","","Scopus","","Scopus","","","","/home/gschardong/.zotero/zotero/nah1hk19.default/zotero/storage/I7SHQKW4/display.html","","","individual-based models; landscape ecology; population genetics; simulations; spatial statistics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IN6R5GI7","conferencePaper","2006","","Proceedings of the 2006 Winter Simulation Conference, WSC","","978-1-4244-0501-5","","","","The proceedings contain 296 papers. The topics discussed include: spreadsheet simulation; introduction to modeling and generating probabilistic input processes for simulation; output analysis for simulations; tips for the successful practice of simulation; black-box algorithms for sampling from continuous distributions; splitting for rare-event simulation; a comprehensive review of methods for simulation output analysis; selection and multiple-comparison procedures for regenerative systems; integration of statistical selection with search mechanism for solving multi-objective simulation-optimization problems; efficient simulation of population overflow in parallel queues; the impact of ordinal on response surface methodology; allocating field service teams with simulation in energy/utilities environment; simulation results for supply chain configurations based on information sharing; and efficient importance for reduced form models in credit risk.","2006","2016-04-04 17:51:10","2016-04-04 17:51:10","","","","","","","","","","","","","","","English","","","Scopus","","Scopus","","","","/home/gschardong/.zotero/zotero/nah1hk19.default/zotero/storage/JWIJ2AB4/display.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings - Winter Simulation Conference","","","","","","","","","","","","","","",""
"KDGJNF6J","journalArticle","2012","Brandmaier, S.; Tetko, I.V.; Öberg, T.","An evaluation of experimental design in QSAR modelling utilizing the k-medoid clustering","Journal of Chemometrics","","0886-9383","10.1002/cem.2459","","A reliable selection of a representative subset of chemical compounds has been reported to be crucial for numerous tasks in computational chemistry and chemoinformatics. We investigated the usability of an approach on the basis of the k-medoid algorithm for this task and in particular for experimental design and the split between training and validation set. We therefore compared the performance of models derived from such a selection to that of models derived using several other approaches, such as space-filling design and D-optimal design. We validated the performance on four datasets with different endpoints, representing toxicity, physicochemical properties and others. Compared with the models derived from the compounds selected by the other examined approaches, those derived with the k-medoid selection show a high reliability for experimental design, as their performance was constantly among the best for all examined datasets. Of all the models derived with all examined approaches, those derived with the k-medoid approach were the only ones that showed a significantly improved performance compared with a random selection, for all datasets, the whole examined range of selected compounds and for each dimensionality of the search space. © 2012 John Wiley & Sons, Ltd.","2012","2016-04-04 17:48:05","2016-04-04 17:48:05","","509-517","","10","26","","","","","","","","","","English","","","Scopus","","Scopus","","","","/home/gschardong/.zotero/zotero/nah1hk19.default/zotero/storage/WNAQ535T/display.html","","","Design of experiments; Drug design; REACH; Representative selection","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
